JADWAL PERKULIAHAN SEMESTER GENAP PRODI TEKNOLOGI INFORMASI UMY 2025/2026,,,,,,,,,,,,,
SESI,JAM,SENIN,,,,,,,,,,,
Sesi 3,10.40 - 11.30,,TI605 ( C ),TI208 ( D ),TI408 ( F ),TI408 ( E ),,TI605 ( E ),TI408 ( C ),,TIPR03 ( B ),,
,,,Persiapan Toefl,Bahasa Inggris Menengah,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,,Persiapan Toefl,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,,Pemrograman Web Framework,,
,,,Dosen : TIM,Dosen : TIM,Dosen : TIM,Dosen : TIM,,Dosen : TIM,Dosen : TIM,,Dosen : AS,,
11.30 - 12.20,,Istirahat/Dzuhur/Pergantian Sesi Perkuliahan,,,,,,,,,,,
Sesi 4,12.10 - 13.10,,TI605 ( A ),TI208 ( D ),TI408 ( F ),TI408 ( E ),,,TI408 ( C ),,TIPR03 ( B ),,
,,,Persiapan Toefl,Bahasa Inggris Menengah,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,,,Bahasa Inggris untuk Profesional Bidang Teknologi Informasi,,Pemrograman Web Framework,,
,,,Dosen : TIM,Dosen : TIM,Dosen : TIM,Dosen : TIM,,,Dosen : TIM,,Dosen : AS,,
,13.10 - 13.20,Pergantian sesi,,,,,,,,,,,
Sesi 5,13.20 - 14.10,,TI605 ( A ),,,,,,,,,,
,,,Persiapan Toefl,,,,,,,,,,
,,,Dosen : TIM,,,,,,,,,,
,14.10 - 15.00,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,15.00 - 15.30,Istirahat/Ashar/Pergantian Sesi Perkuliahan,,,,,,,,,,,
Sesi 6,15.30 - 16.20,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,16.20 - 17.10,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,17.10 - 18.00,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17.45 - 18.30,,Istirahat/Maghrib/Pergantian Sesi Perkuliahan,,,,,,,,,,,
Sesi 7,18.30 - 19.20,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,19.20 - 20.10,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,20.10 - 21.00,,,,,,,,,,,,
